web-scraper-order,web-scraper-start-url,播放量,日期_,up主,name_,link,link-href,点赞数,硬币数,收藏数,弹幕数,pinglun数
"1587747347-1729","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=16","57.8万","2020-03-06","曹译文iris","1000W的衣帽间一元起拍?来康康奇迹暖暖的旧衣售卖！","1000W的衣帽间一元起拍?来康康奇迹暖暖的旧衣售卖！","https://www.bilibili.com/video/BV11E411H7fD?from=search&seid=16126204020275372214","3.2万","1.1万","6838","2854","1303"
"1587742915-1357","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=35","28.3万","2020-04-02","司徒建国秀","英国网事 ｜ 面对疫情，甩锅中国？英国自己人都不答应！","英国网事 ｜ 面对疫情，甩锅中国？英国自己人都不答应！","https://www.bilibili.com/video/BV18i4y1b7aN?from=search&seid=17025394326967183334","2.3万","4413","1371","1000","1107"
"1587743822-1436","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=31","31.7万","2020-03-27","小央视频","美国成全球累计确诊病例最多国家 特朗普仍一分钟喊9次“复工”","美国成全球累计确诊病例最多国家 特朗普仍一分钟喊9次“复工”","https://www.bilibili.com/video/BV1j7411Q77p?from=search&seid=7931832587365121279","9289","117","515","500","1940"
"1587739432-1201","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=43","21.8万","2020-03-30","环球时报","特朗普描述纽约老家的医院惨状：尸体太多了","特朗普描述纽约老家的医院惨状：尸体太多了","https://www.bilibili.com/video/BV1gK411L76o?from=search&seid=550127077071835466","7699","218","703","500","994"
"1587738953-1159","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=45","20.4万","2020-02-26","小央视频","WHO外方组长：中国改变了疫情暴发进程 新增病例下降速度超预期","WHO外方组长：中国改变了疫情暴发进程 新增病例下降速度超预期","https://www.bilibili.com/video/BV1J7411K7fQ?from=search&seid=2885581595517010399","6815","239","576","86","488"
"1587743560-1413","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","30.4万","2020-04-01","环球网","美记者提议特朗普聘请中国医生赴美抗疫：人家有经验，就怕特朗普不敢承认一件事","美记者提议特朗普聘请中国医生赴美抗疫：人家有经验，就怕特朗普不敢承认一件事","https://www.bilibili.com/video/BV1xQ4y1M7Hb?from=search&seid=1863880881807467581","5658","118","723","500","2308"
"1587739824-1235","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=41","23.1万","2020-04-06","中国知世","“这回媒体怎么不报道了？”中国向美国捐赠1000台呼吸机，美国网友反水了？","“这回媒体怎么不报道了？”中国向美国捐赠1000台呼吸机，美国网友反水了？","https://www.bilibili.com/video/BV1jT4y1G7ks?from=search&seid=11401787920738282702","8094","108","379","291","839"
"1587739126-1174","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=44","21.0万","2020-03-12","央视新闻","国家卫健委：我国本轮疫情流行高峰已经过去","国家卫健委：我国本轮疫情流行高峰已经过去","https://www.bilibili.com/video/BV1SE411V7Rz?from=search&seid=12579138808019257569","1.1万","609","356","205","1097"
"1587743855-1439","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=31","31.8万","2020-03-31","古曦8008","建议改成:欧 盟 标 准","建议改成:欧 盟 标 准","https://www.bilibili.com/video/BV1hT4y157i3?from=search&seid=7931832587365121279","9804","364","997","500","923"
"1587744094-1460","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=30","33.1万","2020-02-09","腾讯新闻搬运工","四川南充首例新冠肺炎重症患者治愈出院 结果第二天就悲剧了","四川南充首例新冠肺炎重症患者治愈出院 结果第二天就悲剧了","https://www.bilibili.com/video/BV197411t7uA?from=search&seid=14031387445542548896","2760","30","237","135","561"
"1587746253-1634","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=21","48.2万","2020-02-22","山药视频","这个视频很简单，我却用了很久才完成","这个视频很简单，我却用了很久才完成","https://www.bilibili.com/video/BV1f7411w7SD?from=search&seid=16176515025194647685","6.3万","5.3万","5394","500","2045"
"1587738603-1128","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=46","19.5万","2020-03-27","基本告别","日本财相吐槽欧洲此前对新冠病毒言论：上月你们还说这是黄种人的病","日本财相吐槽欧洲此前对新冠病毒言论：上月你们还说这是黄种人的病","https://www.bilibili.com/video/BV1ha4y1t792?from=search&seid=7705405146305018186","1490","14","246","90","287"
"1587738809-1146","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=45","20.1万","2020-02-13","迟到的胖子","武汉籍医生回忆去世患者忍不住哭泣：大家总说医护人员牺牲大，但我个人觉得武汉同胞太可怜了","武汉籍医生回忆去世患者忍不住哭泣：大家总说医护人员牺牲大，但我个人觉得武汉同胞太可怜了","https://www.bilibili.com/video/BV1V741137Zj?from=search&seid=2885581595517010399","6564","727","1544","363","395"
"1587739504-1207","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=42","22.1万","2020-04-13","环球时报","世卫组织特使：在中国调查的专家组并不受限制，包括美国专家","世卫组织特使：在中国调查的专家组并不受限制，包括美国专家","https://www.bilibili.com/video/BV1LC4y1s7rR?from=search&seid=3572085838853563620","9188","212","814","352","527"
"1587742697-1338","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=36","27.5万","2020-04-05","央视网快看","“5G传播新冠病毒”谣言致英国多座信号塔被烧，英高官：荒谬！垃圾！","“5G传播新冠病毒”谣言致英国多座信号塔被烧，英高官：荒谬！垃圾！","https://www.bilibili.com/video/BV1sp4y1C76m?from=search&seid=4394863010343849477","1.1万","255","1279","500","2493"
"1587744279-1476","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=29","34.1万","2020-03-16","青春山东","参考中国经验，俄罗斯开建首个方舱医院","参考中国经验，俄罗斯开建首个方舱医院","https://www.bilibili.com/video/BV1o7411f7Ut?from=search&seid=13523655749916276358","1.5万","125","911","300","1113"
"1587748222-1805","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=12","68.6万","2020-03-20","央视新闻","【外交部】美国提供1亿美元援助？耿爽：从 未 收 到","【外交部】美国提供1亿美元援助？耿爽：从 未 收 到","https://www.bilibili.com/video/BV1iE411A7tT?from=search&seid=12396344244785602663","5.0万","4981","2870","300","884"
"1587740313-1275","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=39","24.3万","2020-03-17","央视新闻","即使穿着防护服，我也看出来你瘦了","即使穿着防护服，我也看出来你瘦了","https://www.bilibili.com/video/BV117411Z7AE?from=search&seid=13251700442346365586","1.6万","3230","1506","650","336"
"1587747062-1704","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=17","54.6万","2020-04-02","环球时报","美国“大仙”在线做法：我要代表耶稣审判新冠病毒！","美国“大仙”在线做法：我要代表耶稣审判新冠病毒！","https://www.bilibili.com/video/BV1gc411h76U?from=search&seid=4469180170342075254","2.1万","1885","5237","500","5286"
"1587740623-1302","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=38","25.6万","2020-03-21","小央视频","意大利护士讲述现状：墓地每30分钟就有一场葬礼","意大利护士讲述现状：墓地每30分钟就有一场葬礼","https://www.bilibili.com/video/BV1PE411w7c7?from=search&seid=1443031990306521138","1.0万","97","725","233","1013"
"1587739354-1194","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=43","21.6万","2020-03-13","小央视频","英国首相重申暂不关闭学校 约翰逊：更多家庭将失去所爱之人","英国首相重申暂不关闭学校 约翰逊：更多家庭将失去所爱之人","https://www.bilibili.com/video/BV1fE41157vE?from=search&seid=550127077071835466","5262","110","535","300","1384"
"1587747830-1771","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=14","63.1万","2020-02-27","央视新闻","钟南山：疫情不一定发源在中国","钟南山：疫情不一定发源在中国","https://www.bilibili.com/video/BV1R7411P7if?from=search&seid=4155958797616039247","2.4万","2172","2121","100","1104"
"1587745041-1543","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=26","38.3万","2020-03-22","dudumassa","第三次经历隔离的外国倒霉蛋小哥灵魂拷问：为什么其他国家不能学习中国？","第三次经历隔离的外国倒霉蛋小哥灵魂拷问：为什么其他国家不能学习中国？","https://www.bilibili.com/video/BV12E411c72u?from=search&seid=6466329653341452850","4056","108","610","409","287"
"1587746264-1635","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=21","48.4万","2020-02-11","腾讯新闻","四川一男子朋友圈辱骂钟南山院士被拘，网友：网络喷子就长这样！","四川一男子朋友圈辱骂钟南山院士被拘，网友：网络喷子就长这样！","https://www.bilibili.com/video/BV1F7411579q?from=search&seid=16176515025194647685","8005","201","938","100","1467"
"1587743616-1418","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","30.7万","2020-02-14","NathanRich火锅大王","新冠肺炎｜超强自制完整时间线全析 | Nathan Rich 火锅大王","新冠肺炎｜超强自制完整时间线全析 | Nathan Rich 火锅大王","https://www.bilibili.com/video/BV1E7411G7kM?from=search&seid=1863880881807467581","3.9万","3.2万","1.1万","2169","1709"
"1587742998-1364","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=34","28.5万","2020-03-27","YouTube译评君","看完中国医生请战书的外国网友感叹：为啥中国人这么团结？","看完中国医生请战书的外国网友感叹：为啥中国人这么团结？","https://www.bilibili.com/video/BV1ja4y1t7w2?from=search&seid=10158273873019651576","6338","294","800","518","405"
"1587745652-1596","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=23","43.5万","2020-03-29","反手摸你穷","黑手党老大用亲身经历告诉你：因新冠病毒在家隔离期间该做些啥","黑手党老大用亲身经历告诉你：因新冠病毒在家隔离期间该做些啥","https://www.bilibili.com/video/BV1x54y1d77J?from=search&seid=1405496573423650857","2.3万","1274","7097","1000","659"
"1587742731-1341","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=36","27.7万","2020-01-16","奔跑的虫虫","【良质说】“死亡天使”01-天花病毒 有史以来杀人最多的病毒","【良质说】“死亡天使”01-天花病毒 有史以来杀人最多的病毒","https://www.bilibili.com/video/BV1TJ411n7YP?from=search&seid=4394863010343849477","7060","1014","1848","472","556"
"1587740359-1279","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=39","24.6万","2020-03-06","共青团中央","若你也曾见过他们……","若你也曾见过他们……","https://www.bilibili.com/video/BV1wE411p73h?from=search&seid=13251700442346365586","3.6万","4580","4265","1000","773"
"1587741321-1308","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=37","25.8万","2020-02-23","央视新闻","【独家视频】习近平：不获全胜决不轻言成功","【独家视频】习近平：不获全胜决不轻言成功","https://www.bilibili.com/video/BV147411F7P4?from=search&seid=11354734311706329974","1.7万","2452","1327","0","53"
"1587748115-1796","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=13","66.1万","2020-01-29","广东共青团","林俊杰、孙燕姿为抗疫深夜发布新歌：I'll Stay With You…","林俊杰、孙燕姿为抗疫深夜发布新歌：I'll Stay With You…","https://www.bilibili.com/video/BV1Q7411z7jc?from=search&seid=13252734982944454975","4.8万","1.0万","1.2万","1000","1999"
"1587740007-1251","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=40","23.5万","2020-03-21","大施视界","法国女高官议会发言时猛烈咳嗽，身后的议员满脸表情惊愕","法国女高官议会发言时猛烈咳嗽，身后的议员满脸表情惊愕","https://www.bilibili.com/video/BV1UE411A7sk?from=search&seid=7485136631995903967","2483","14","177","162","270"
"1587745389-1573","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=24","41.0万","2020-04-06","龙呆呆看世界","疫情中，美国人向往中国，可望而不可即，回不去了！","疫情中，美国人向往中国，可望而不可即，回不去了！","https://www.bilibili.com/video/BV1ig4y187ee?from=search&seid=13987666340698727303","2.9万","903","1317","300","2187"
"1587738374-1108","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=47","18.8万","2020-04-10","无风不在","零容忍!8名外国人拒绝入境隔离,韩国直接送他们回国,费用自担","零容忍!8名外国人拒绝入境隔离,韩国直接送他们回国,费用自担","https://www.bilibili.com/video/BV12z411b7Y6?from=search&seid=1278153562163591620","5065","106","213","225","818"
"1587746669-1670","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=19","52.0万","2020-02-17","观察者网","纽约出租车司机避开中国乘客 市长白思豪怒了","纽约出租车司机避开中国乘客 市长白思豪怒了","https://www.bilibili.com/video/BV1m7411E7Kr?from=search&seid=4180539002379228860","2.3万","403","1025","285","1762"
"1587748256-1808","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=12","68.8万","2020-02-24","环球网","韩国女主持上班发烧被送院：节目停播 同事全被隔离","韩国女主持上班发烧被送院：节目停播 同事全被隔离","https://www.bilibili.com/video/BV1g7411u7RE?from=search&seid=12396344244785602663","1.0万","180","997","300","3127"
